customer_id,acquisition_source_name,acquisition_timestamp
ba31ffaf,product_B,2020-01-12 19:50:54 UTC
84715cef,product_B,2019-10-23 04:07:44 UTC
ebb78b3f,product_B,2019-12-01 03:59:56 UTC
27848d3a,product_B,2019-09-17 17:13:26 UTC
0fd428d9,product_B,2020-02-17 02:11:49 UTC
7935bb8a,product_B,2019-11-17 05:50:42 UTC
fe85ada3,product_B,2019-09-13 01:19:00 UTC
1d0f8d98,product_B,2019-06-29 13:10:42 UTC
281f4e7b,product_B,2019-08-25 23:55:06 UTC
a5d61be7,product_B,2020-01-15 09:48:28 UTC
50a23b78,product_B,2019-11-14 00:42:43 UTC
0727315e,product_B,2019-04-13 05:38:55 UTC
fb54ae16,product_B,2019-07-25 05:30:55 UTC
bbbcad6f,product_B,2018-09-04 08:02:11 UTC
64e1bdb4,product_B,2019-06-28 23:06:01 UTC
1e930204,product_B,2020-02-12 13:04:21 UTC
c93fd790,product_B,2020-06-05 02:01:02 UTC
187c376c,product_B,2019-07-18 23:18:10 UTC
013e5fa4,product_B,2019-11-29 09:56:10 UTC
655ceb6d,product_B,2019-10-14 02:05:14 UTC
8c1be3c8,product_B,2019-08-13 11:29:21 UTC
c1a033d9,product_B,2019-07-21 19:34:20 UTC
06fcee48,product_B,2019-10-15 10:13:55 UTC
f9a13c84,product_B,2019-08-07 04:31:00 UTC
b63440b2,product_B,2019-11-15 23:09:32 UTC
c894d3df,product_B,2019-09-26 09:47:08 UTC
e0360a13,product_B,2020-07-27 02:31:25 UTC
377cc9ec,product_B,2020-03-05 00:50:17 UTC
8dadd7a0,product_B,2020-01-07 22:42:40 UTC
6e3bc5bc,product_B,2019-07-16 04:55:26 UTC
752af35e,product_B,2019-12-23 02:52:14 UTC
701eafea,product_B,2019-06-15 07:40:45 UTC
b202bf64,product_B,2019-07-08 06:51:05 UTC
bdf9a0fb,product_B,2019-11-26 01:33:01 UTC
b036c1df,product_B,2019-12-01 03:09:35 UTC
4c132411,product_B,2019-08-08 05:19:21 UTC
9d3e651f,product_B,2018-08-15 07:48:40 UTC
db1f71af,product_B,2019-10-24 10:57:22 UTC
90f18dff,product_B,2020-03-04 01:57:27 UTC
55766a09,product_B,2020-01-05 02:31:25 UTC
b042a528,product_B,2020-01-03 04:46:53 UTC
7773dcda,product_B,2019-11-28 01:58:35 UTC
7d3643e7,product_B,2019-10-27 04:03:58 UTC
53cf31e6,product_B,2019-12-01 12:49:08 UTC
3b342198,product_B,2019-12-18 06:32:06 UTC
f7dd4d22,product_B,2020-02-09 03:15:55 UTC
f588b34d,product_B,2019-10-10 23:07:55 UTC
88378ea9,product_B,2019-12-30 11:26:31 UTC
e4d3b1fb,product_B,2019-06-19 00:54:41 UTC
5e00530e,product_B,2020-06-03 00:03:18 UTC
951f8a1c,product_B,2019-12-13 00:24:44 UTC
8c2342b9,product_B,2019-11-22 01:19:30 UTC
f41c7377,product_B,2019-07-29 06:20:40 UTC
e5283ae9,product_B,2019-08-02 06:06:36 UTC
584221dc,product_B,2019-12-19 05:04:51 UTC
4046cf44,product_B,2020-03-11 02:27:09 UTC
e3e7240d,product_B,2019-12-06 23:24:47 UTC
8b38166e,product_B,2020-04-03 13:18:01 UTC
2c726345,product_B,2020-02-14 00:14:05 UTC
066dc925,product_B,2019-08-10 06:05:20 UTC
2f2793c5,product_B,2019-08-06 08:54:21 UTC
2e26b3c9,product_B,2020-03-05 06:42:19 UTC
998357c2,product_B,2019-10-16 00:41:15 UTC
ffbf0b6e,product_B,2019-10-22 00:40:50 UTC
3371e607,product_B,2019-11-20 04:11:49 UTC
13aa50fe,product_B,2020-11-12 12:47:14 UTC
f6b297f5,product_B,2019-10-19 06:13:36 UTC
6226485b,product_B,2020-02-17 11:41:59 UTC
e52e1542,product_B,2019-10-01 06:15:55 UTC
9c242098,product_B,2020-01-12 07:26:47 UTC
95d42942,product_B,2019-11-24 22:21:27 UTC
603019b6,product_B,2019-12-10 03:11:43 UTC
e13bff6f,product_B,2019-11-20 04:12:03 UTC
926d9ac4,product_B,2019-09-20 05:39:25 UTC
686a9e61,product_B,2019-08-06 23:41:00 UTC
e2a6b805,product_B,2019-10-15 07:01:38 UTC
8adbabf0,product_B,2020-03-07 23:40:03 UTC
496fae96,product_B,2020-02-26 23:17:31 UTC
dccc9562,product_B,2019-06-03 22:29:06 UTC
b6fe1f2a,product_B,2019-07-01 04:03:46 UTC
630c54e8,product_B,2019-10-08 19:57:51 UTC
726f1ee3,product_B,2019-10-18 00:18:45 UTC
fec1c550,product_B,2020-05-31 02:15:26 UTC
cd3a29af,product_B,2019-11-25 00:30:42 UTC
f5e218e5,product_B,2020-03-10 03:24:53 UTC
6ae66644,product_B,2019-12-09 01:13:58 UTC
60a0e91b,product_B,2019-07-15 02:17:01 UTC
24337621,product_B,2019-11-08 05:26:39 UTC
df7d7032,product_B,2019-10-08 03:39:29 UTC
16370951,product_B,2019-12-18 20:53:12 UTC
5fb36f62,product_B,2019-09-11 01:14:27 UTC
91a0dc0e,product_B,2020-01-09 10:19:31 UTC
9ac0c38f,product_B,2019-10-14 09:59:36 UTC
f7275f83,product_B,2019-07-07 03:45:50 UTC
2da4c79e,product_B,2019-07-04 00:35:45 UTC
d429258c,product_B,2019-11-22 05:01:30 UTC
7613af90,product_B,2019-10-15 10:30:40 UTC
7a1d5ccc,product_B,2019-12-03 02:14:01 UTC
05a4b1d1,product_B,2020-03-16 01:42:24 UTC
b455470c,product_B,2019-08-07 06:34:31 UTC
48657c1a,product_B,2019-06-18 03:02:50 UTC
22f4d6d5,product_B,2019-06-27 23:19:16 UTC
79251fc5,product_B,2019-12-21 03:42:16 UTC
b529cf9b,product_B,2019-11-09 03:23:26 UTC
262e1e30,product_B,2019-12-23 07:49:14 UTC
c7a888d7,product_B,2019-12-06 01:20:15 UTC
5397bd6f,product_B,2019-11-25 13:33:27 UTC
ff66ecba,product_B,2020-03-10 03:24:12 UTC
825ac71c,product_B,2020-01-27 04:43:54 UTC
8c78bba6,product_B,2019-08-12 09:01:00 UTC
a6c697df,product_B,2020-01-12 22:33:27 UTC
2c26b4c5,product_B,2019-11-23 23:48:36 UTC
947c07b3,product_B,2019-11-25 01:12:48 UTC
4d342f51,product_B,2019-12-14 23:05:49 UTC
f6ed57e8,product_B,2020-02-28 01:52:53 UTC
690dfe9f,product_B,2019-10-22 04:54:35 UTC
cfe3050f,product_B,2019-08-30 05:25:27 UTC
c50f1f73,product_B,2019-12-10 01:21:32 UTC
d24a3d55,product_B,2019-11-11 11:16:47 UTC
8bb697ab,product_B,2019-10-30 06:35:56 UTC
e0a1794c,product_B,2019-11-24 22:21:30 UTC
0d8dc16f,product_B,2019-11-23 01:01:51 UTC
2203bb1c,product_B,2019-09-30 23:28:44 UTC
b422fa3b,product_B,2020-01-20 22:08:29 UTC
f5713793,product_B,2019-07-03 01:48:26 UTC
9b65afde,product_B,2020-01-02 22:10:44 UTC
af5076ed,product_B,2019-11-27 04:41:36 UTC
313a5047,product_B,2019-11-21 07:09:37 UTC
b2bf7633,product_B,2019-11-18 02:22:55 UTC
091a04e7,product_B,2020-02-22 14:15:41 UTC
cc14cceb,product_B,2020-02-20 23:31:40 UTC
29e05774,product_B,2020-05-21 10:28:00 UTC
5c24a218,product_B,2019-12-01 01:06:06 UTC
7e653815,product_B,2020-02-06 23:10:49 UTC
84414a82,product_B,2019-11-27 23:06:04 UTC
349fcea7,product_B,2019-11-21 21:43:29 UTC
d5b5f307,product_B,2019-12-27 11:53:28 UTC
1cdddaac,product_B,2020-02-06 23:19:16 UTC
27f2f08b,product_B,2019-09-12 11:51:06 UTC
d719d65c,product_B,2019-12-17 02:47:58 UTC
1e13f046,product_B,2019-06-03 13:59:46 UTC
26e80ad8,product_B,2019-07-16 07:03:30 UTC
bcd9194b,product_B,2019-10-20 00:41:16 UTC
66f17b7a,product_B,2019-11-27 06:06:03 UTC
f1c11afe,product_B,2020-01-08 02:51:17 UTC
ae00d002,product_B,2019-09-23 23:10:28 UTC
bfa5e737,product_B,2020-03-08 04:25:16 UTC
24b04c71,product_B,2019-07-09 00:49:56 UTC
3d160e0b,product_B,2020-02-06 09:38:42 UTC
9c172dad,product_B,2019-12-01 21:44:00 UTC
2d3c3023,product_B,2019-11-18 05:44:52 UTC
6a0463dd,product_B,2019-12-02 07:36:48 UTC
199659b0,product_B,2019-11-04 02:58:10 UTC
bda1e230,product_B,2019-07-03 07:34:00 UTC
1e09fd7a,product_B,2019-08-14 13:16:02 UTC
cb776251,product_B,2019-09-10 01:07:30 UTC
41855e75,product_B,2019-12-02 00:14:44 UTC
fec50fed,product_B,2020-02-16 02:48:15 UTC
84bf7501,product_B,2019-10-15 23:24:25 UTC
e6b2a802,product_B,2019-08-22 03:35:21 UTC
eea35a73,product_B,2019-11-09 04:25:04 UTC
8c94e2b6,product_B,2019-12-15 21:55:06 UTC
bdca9428,product_B,2019-10-07 07:14:57 UTC
1f59cb4e,product_B,2019-12-05 10:11:57 UTC
08d3ee0f,product_B,2020-03-03 21:31:07 UTC
ebbc9d34,product_B,2020-02-08 02:48:06 UTC
5134a6b0,product_B,2019-11-30 01:26:55 UTC
2c071c81,product_B,2019-10-04 05:39:48 UTC
d2e7a986,product_B,2019-11-24 06:13:29 UTC
26795a48,product_B,2019-06-14 01:04:26 UTC
741fc6f9,product_B,2019-12-10 05:27:53 UTC
9c32e8b0,product_B,2019-11-15 09:02:59 UTC
7914644c,product_B,2020-01-06 06:21:01 UTC
aba43fde,product_B,2019-08-19 23:39:47 UTC
d6aa78d5,product_B,2019-06-07 02:16:40 UTC
19cf8d6a,product_B,2019-11-24 09:30:29 UTC
9b56b8ba,product_B,2019-08-15 23:58:23 UTC
bc23c25e,product_B,2019-11-01 06:01:32 UTC
a3c2cead,product_B,2019-12-17 11:29:22 UTC
067b262a,product_B,2019-06-13 08:17:51 UTC
2caec7d2,product_B,2019-12-05 05:47:40 UTC
582b7017,product_B,2019-07-17 09:07:56 UTC
1afaf670,product_B,2020-01-03 06:45:20 UTC
0a220d61,product_B,2019-09-25 02:48:39 UTC
fdfefd9b,product_B,2019-12-01 01:36:03 UTC
0e2ed76a,product_B,2019-08-09 04:46:31 UTC
616784e9,product_B,2019-06-29 01:35:45 UTC
e9ea2f7a,product_B,2019-12-09 05:56:13 UTC
b998d411,product_B,2019-07-22 00:19:45 UTC
59903a8a,product_B,2020-01-04 01:13:27 UTC
bf4a772f,product_B,2019-11-12 03:30:03 UTC
ab21dfa4,product_B,2020-02-08 01:51:13 UTC
d8fcf438,product_B,2019-11-19 20:16:31 UTC
7fa76d87,product_B,2019-12-10 22:24:38 UTC
615d848b,product_B,2019-06-07 03:59:26 UTC
